day,month_year,category,class_name,location,time_of_day,duration
17,"January, 2022",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
17,"January, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
07,"January, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
18,"December, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
13,"December, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
11,"December, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
08,"December, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
06,"December, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
04,"December, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
24,"November, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
21,"November, 2021",Martial arts,Valente Brothers Seminar Adults,"Cantu's Self-Defense, LLC. w/ Valente Brothers",9:00am,(300 min)
06,"November, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
03,"November, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
01,"November, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
30,"October, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
27,"October, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
25,"October, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
23,"October, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
21,"October, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
18,"October, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
16,"October, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
15,"October, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
13,"October, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
06,"October, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
05,"October, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
04,"October, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
02,"October, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
29,"September, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
29,"September, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
22,"September, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
20,"September, 2021",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
20,"September, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
18,"September, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
17,"September, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
15,"September, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
13,"September, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
13,"September, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
08,"September, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
01,"September, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
30,"August, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
23,"August, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
21,"August, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
18,"August, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
18,"August, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
02,"August, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
02,"August, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
28,"July, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
26,"July, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
24,"July, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
21,"July, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
19,"July, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
19,"July, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
17,"July, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
16,"July, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
10,"July, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
07,"July, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
07,"July, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
02,"July, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
01,"July, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
01,"July, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
28,"June, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
25,"June, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
23,"June, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
23,"June, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
22,"June, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
21,"June, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
19,"June, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
17,"June, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
16,"June, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
16,"June, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
15,"June, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
11,"June, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,(45 min)
09,"June, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
07,"June, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
05,"June, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
01,"June, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
28,"May, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
27,"May, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
26,"May, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
26,"May, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
20,"May, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
19,"May, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
17,"May, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
14,"May, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
13,"May, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
12,"May, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
05,"May, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
01,"May, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
29,"April, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
28,"April, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
24,"April, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
22,"April, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
21,"April, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
12,"April, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
10,"April, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
08,"April, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
07,"April, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
07,"April, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
03,"April, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
01,"April, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
31,"March, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
31,"March, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
30,"March, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
29,"March, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
27,"March, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
26,"March, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
25,"March, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
24,"March, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
24,"March, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
22,"March, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
22,"March, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
19,"March, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
13,"March, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
12,"March, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
11,"March, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
10,"March, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
10,"March, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
09,"March, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
06,"March, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
05,"March, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
04,"March, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
03,"March, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
03,"March, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
01,"March, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
01,"March, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
27,"February, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
26,"February, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
25,"February, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
25,"February, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
24,"February, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
24,"February, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
22,"February, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
20,"February, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
13,"February, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
12,"February, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
10,"February, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
10,"February, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
09,"February, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
06,"February, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
05,"February, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
04,"February, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
04,"February, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
03,"February, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
03,"February, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
01,"February, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
30,"January, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
30,"January, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
29,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
28,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
28,"January, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
27,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
27,"January, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
26,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
25,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
23,"January, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
22,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
21,"January, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
20,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
20,"January, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
18,"January, 2021",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
18,"January, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
18,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
16,"January, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
14,"January, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
13,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
11,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
09,"January, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
07,"January, 2021",Martial arts,Striking and Clinching,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
06,"January, 2021",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",8:00pm,(30 min)
06,"January, 2021",Martial arts,Adults Online Class,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
06,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
06,"January, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
04,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
04,"January, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
28,"December, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
23,"December, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
21,"December, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
18,"December, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
16,"December, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
16,"December, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
14,"December, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
12,"December, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
09,"December, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
09,"December, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
07,"December, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
05,"December, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
04,"December, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
02,"December, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
02,"December, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
30,"November, 2020",Other,,Cypress Pro Medical Group w/ Minh Luu,3:00pm,(60 min)
30,"November, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
30,"November, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
23,"November, 2020",Other,,Cypress Pro Medical Group w/ Minh Luu,3:30pm,(60 min)
23,"November, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
21,"November, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
21,"November, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
19,"November, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
18,"November, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
16,"November, 2020",Other,,Cypress Pro Medical Group w/ Minh Luu,2:00pm,(60 min)
16,"November, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
16,"November, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
14,"November, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
12,"November, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
11,"November, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
11,"November, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
09,"November, 2020",Other,,Cypress Pro Medical Group w/ Minh Luu,3:15pm,(60 min)
09,"November, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
09,"November, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
07,"November, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
06,"November, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
05,"November, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
04,"November, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
04,"November, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
02,"November, 2020",Other,,Cypress Pro Medical Group w/ Minh Luu,8:00am,(60 min)
02,"November, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(120 min)
31,"October, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
28,"October, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
26,"October, 2020",Other,,Cypress Pro Medical Group w/ Minh Luu,3:30pm,(60 min)
26,"October, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
24,"October, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
10,"October, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
30,"September, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
28,"September, 2020",Other,,Cypress Pro Medical Group w/ Minh Luu,3:30pm,(60 min)
28,"September, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
26,"September, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
24,"September, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
23,"September, 2020",Other,,Cypress Pro Medical Group w/ Minh Luu,3:30pm,(60 min)
23,"September, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
21,"September, 2020",Other,,Cypress Pro Medical Group w/ Minh Luu,3:30pm,(60 min)
21,"September, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
19,"September, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
17,"September, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
16,"September, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
