day,month,year,category,class_name,location,time_of_day,duration
22,April,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
17,April,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
15,April,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
13,April,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
10,April,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
8,April,2019,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
8,April,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
6,April,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
3,April,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
1,April,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
25,March,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
23,March,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
20,March,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
18,March,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
16,March,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
11,March,2019,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
9,March,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
6,March,2019,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
6,March,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
4,March,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
2,March,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
1,March,2019,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
27,February,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
25,February,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
20,February,2019,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
20,February,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
18,February,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
16,February,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
11,February,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
9,February,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
4,February,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
2,February,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
30,January,2019,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
30,January,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
28,January,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
26,January,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
21,January,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
19,January,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
16,January,2019,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
16,January,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
14,January,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
12,January,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
9,January,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
7,January,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
5,January,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
2,January,2019,Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 00:30:00
2,January,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
21,December,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
19,December,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
17,December,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
15,December,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
12,December,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
10,December,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
8,December,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
6,December,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
3,December,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
1,December,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
17,November,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
16,November,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
12,November,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
11,November,2018,Martial arts,Adult VB Seminar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 05:00:00
9,November,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
7,November,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
7,November,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
5,November,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
5,November,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
3,November,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
2,November,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
31,October,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
31,October,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
29,October,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
29,October,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
27,October,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
26,October,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
23,October,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
22,October,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
22,October,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
20,October,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
19,October,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
15,October,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
15,October,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
13,October,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
12,October,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
10,October,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
8,October,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
8,October,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
6,October,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
3,October,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
3,October,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
1,October,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
1,October,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
29,September,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
28,September,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
24,September,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
24,September,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
22,September,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
19,September,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
17,September,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
17,September,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
15,September,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
14,September,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
12,September,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
12,September,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
10,September,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
10,September,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
8,September,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
5,September,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
4,September,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
29,August,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
29,August,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
27,August,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
25,August,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
22,August,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
20,August,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
18,August,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
13,August,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
11,August,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
8,August,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
6,August,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
4,August,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
3,August,2018,Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
1,August,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
1,August,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
30,July,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
18,July,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
7,July,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
2,July,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
30,June,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
29,June,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
25,June,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
25,June,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
23,June,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
22,June,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
20,June,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
20,June,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
19,June,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
18,June,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
16,June,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
13,June,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
13,June,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
11,June,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
9,June,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
8,June,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
6,June,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
6,June,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
4,June,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
4,June,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
2,June,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
1,June,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
31,May,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
26,May,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
18,May,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
16,May,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
14,May,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
14,May,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
12,May,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
9,May,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
9,May,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
7,May,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
7,May,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
5,May,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
3,May,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
30,April,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
30,April,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
28,April,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
25,April,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
25,April,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
23,April,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
21,April,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
18,April,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
16,April,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
14,April,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
11,April,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
9,April,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
7,April,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
6,April,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
4,April,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
4,April,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
2,April,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
2,April,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
31,March,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
26,March,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
19,March,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
19,March,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
17,March,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
16,March,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
10,March,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
9,March,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
7,March,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
5,March,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
5,March,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
3,March,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
2,March,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
28,February,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
28,February,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
26,February,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
26,February,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
24,February,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
21,February,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
19,February,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
19,February,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
17,February,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
14,February,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
12,February,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
10,February,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
9,February,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
7,February,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
7,February,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
5,February,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
3,February,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
2,February,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
31,January,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
31,January,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
30,January,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
12,January,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
10,January,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
10,January,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
8,January,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
6,January,2018,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
5,January,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
3,January,2018,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
1,January,2018,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
